madde_id,madde,on_taki
33760,imla etmek,
33761,imlaya gelmemek,
33785,imsak etmek,
33789,imtihan etmek,
33790,imtihan olmak,
33791,imtihan vermek,
33792,imtihana çekmek,
33794,imtina etmek,
33796,imtisal etmek,
33802,imtizaç etmek,
33805,imza (veya imzasını) atmak,(bir şeye) 
33806,imza etmek,(bir şeyi) 
33807,imza toplamak,
33808,imza vermek,
33809,imzayı basmak (veya çakmak),
33826,in cin,
33827,in cin yok,
33828,in cin top oynamak,
33829,"in misin, cin misin",
33838,inan olsun,
33840,inanca vermek,
33855,inanılır gibi (veya şey) değil,
33866,inat etmek,
33867,inadı tutmak,
33868,inadım inat olmak,
33874,inayet etmek (veya eylemek),
33875,inayet ola,
33876,inayette bulunmak,
33878,ince düşünmek,
33879,ince eleyip (veya eğirip) sık dokumak,
33906,inceldiği yerden kopmak,
33918,hey gidi (hey),
33920,heyamola ile,
33927,heyecan duymak,
33928,heyecan vermek,
33929,heyecana düşürmek,
33930,heyecana getirmek,
33931,heyecana gelmek,
33932,heyecana kapılmak,
33947,heyheyler geçirmek,
33948,heyheyleri tutmak (veya gelmek),
33950,heykel gibi,
33951,heykelini dikmek,
33960,heyula gibi,
33965,hezeyan etmek,
33967,hezimete uğramak,
33973,hıçkırık (veya hıçkırığı) tutmak,
33983,hıfza çalışmak,
33986,hık demiş (...nın) burnundan düşmüş,
33987,hık tutmak,
33989,hık mık etmek,
34001,hınç (veya hıncını) almak,
34002,hıncını çıkarmak,
34011,hınzırlık etmek,
34013,hır çıkarmak,
34020,hırçınlık etmek,
34025,hırgür çıkarmak,
34037,hırkayı başına çekmek,
34048,"hırlı mıdır, hırsız mıdır?",
34060,hırs basmak,(birini) 
34061,hırs bastırmak,
34062,hırs bürümek,
34063,hırsından çatlamak,
34064,hırsını alamamak,
34065,hırsını yenmek,
34067,hırsız gibi,
34068,hırsıza kilit olmaz,
34069,hırsıza yol göstermek,
34075,hırsızlama yapmak,
34077,hırsızlık etmek (veya yapmak),
34091,hırtlamba gibi giyinmek,
34092,hırtlambası çıkmak,
34108,hışmına uğramak,
34113,hışırı çıkmak,
34138,hıyarlık etmek (veya yapmak),
34141,hız almak,
34142,hız vermek,
34143,hızını alamamak,
34144,hızını almak,
34145,hızını kaybetmek (veya yitirmek),
34159,hızlı sağanak tez geçer,
34160,hızlı yaşamak,
34167,hibe etmek,
34169,hicap duymak (veya etmek),
34175,hicret etmek,
34182,hiç de,
34183,hiç değil,
34184,hiç değilse (veya olmazsa),
34185,hiç mi hiç,
34186,hiç yoktan iyidir,
34187,hiçe saymak (veya indirgemek),
34200,hidayete ermek,
34202,hiddet etmek,
34203,hiddete kapılmak,
34204,hiddetten kudurmak,
34260,hikâye etmek,
34271,hikmetinden sual olunmaz,
34275,hilaf olmasın,
34276,hilaf yok,
34282,hilal gibi,
34285,hile hurda bilmemek,
34286,hile ile iş gören mihnet ile can verir,
34287,hile yapmak,
34288,hilesi hurdası yok,
34303,himaye etmek,
34304,himaye görmek,
34305,himayesine almak,
34311,himmet etmek,
34312,himmetin var olsun,
34315,hindi gibi kabarmak,
34387,hissine (veya hislerine) kapılmak,
34388,hissini vermek,
34397,hisse almak,
34398,hisse kapmak,
34426,hitam bulmak,
34427,hitam vermek,
34430,hitap etmek,
34439,hizaya gelmek,
34440,hizaya getirmek,
34449,hizmet etmek,
34450,hizmet görmek,
34451,hizmete girmek,
34452,hizmetinde olmak,
34453,hizmeti dokunmak,
34466,hocalık etmek,
34480,hokka gibi,
34481,hokka gibi oturmak,
34514,hop diye,
34515,hop oturup hop kalkmak,
34535,hoppalık etmek,
34539,hor bakmak,(birine) 
34540,hor davranmak,
34541,hor görmek,
34542,hor kullanmak,
34543,hor tutmak,
34544,hora geçmek,
34546,hora tepmek,
34561,horon tepmek,
34563,"horoz evlenir, tavuk tellenir",
34564,horoz gibi,
34565,"horoz ölür, gözü çöplükte kalır",
34566,horozdan kaçmak,
34567,horozlar ötmek,
34568,horozu çok olan köyde sabah geç olur,
34598,hortum gibi,
34599,hortum sıkmak,
34611,hoş bulduk (veya gördük),
34612,hoş geldiniz,
34613,hoş görmek (veya karşılamak),
34614,hoş tutmak,
34615,hoşa gitmek,
34616,hoşuna gitmek,
34618,hoşaf gibi,
34619,hoşafın yağı kesilmek,(birinde) 
34622,hoşbeş etmek,
34624,hoşça kal (veya kalın),
34642,hoşnut etmek,
34643,hoşnut olmak (veya kalmak),
34645,hoşnutluk duymak,
34646,hoşnutluk getirmek,
34649,hoşnutsuzluk getirmek,
34662,hovardalık etmek,
34666,hoyratlık etmek,
34673,hödüklük etmek,
34683,höt demek,
34695,hu çekmek (veya demek),
34701,hudut dışı etmek,
34715,hülasa etmek,
34718,hulul etmek,
34720,hulus (veya huluslar) çakmak,
34724,hülyaya dalmak,
34749,hurdası çıkmak,
34750,hurdaya çevirmek,(bir şeyi) 
34754,hurdahaş etmek,
34755,hurdahaş olmak,
34758,huri gibi,
34771,husul bulmak,
34772,husule gelmek,
34774,husumet beslemek,
34786,huy canın altındadır,
34787,huy edinmek,
34788,huyu batsın (veya batasıca),
34789,huyu huyuna suyu suyuna (uygun),
34790,huyuna suyuna gitmek,
34791,huyunu suyunu değiştirmek,
34798,huylu huyundan vazgeçmez,
34807,huysuzluk etmek,
34811,huzur bulmak,
34812,huzur vermek,
34813,huzurunu kaçırmak,
34826,hücum etmek,
34827,hücuma kalkmak,
34839,hükûmet etmek (veya sürmek),
34840,hükûmet gibi,
34841,hükûmet sürmek,
34842,hükûmeti devirmek,
34843,hükûmet (veya hükûmeti) kurmak,
34850,hüküm giymek,
34851,hüküm sürmek,
34852,hüküm vermek,
34853,hüküm yemek,
34854,hükme varmak,
34855,hükmü geçmek (veya hüküm yürütmek),
34856,hükmü olmamak,
34857,hükmü parasına geçmek,
34858,hükmünde olmak,(...) 
34859,hükmünü icra etmek,
34868,hükümsüz kılmak,
34871,hülle yapmak,
34880,hüner göstermek,
34896,hürmet etmek,
34897,hürmette kusur etmemek,
34911,hürya etmek,
34918,hüsnü kabul göstermek,
34924,hüsrana uğramak,
34932,hüzün çökmek,
34933,hüzün duymak,
34934,hüzne kapılmak,
34946,ıcığını cıcığını çıkarmak,
34947,ıcığını cıcığını sormak,
34951,ığrıp çekmek,
34952,ığrıp çevirmek,
34972,ıkınıp sıkınmak,
34979,ılgar etmek,
35022,ırak yerin haberini kervan getirir,
35049,ırgat gibi çalışmak,
35050,ırgat pazarına döndürmek,(bir yeri) 
35065,ırmak kenarına çeşme yapılmaz,
35066,ırmağı geçerken at değiştirilmez,
35071,ırzına geçmek,
35072,ırzını bozmak,
35094,ısırgan ile taharet olmaz,
35103,ısıracak it (veya köpek) dişini (veya dişlerini) göstermez,
35112,ısıtıp ısıtıp önüne koymak,
35118,ıska geçilmek,
35119,ıska geçmek,
35122,skala yapmak,
35129,ıskartaya çıkarmak (veya ayırmak),
35133,iskonto etmek (veya yapmak),
35145,inci (veya inciler) döktürmek,
35146,inci gibi,
35156,incir çekirdeği doldurmamak,
35174,indifa etmek,
35190,indirim yapmak,
35219,infaz etmek,
35221,infial uyandırmak,
35222,infiale kapılmak,
35224,infilak etmek,
35231,infisah etmek,
35236,İngiliz ipi ile asılmak,
35238,İngiliz sicimi ile asılmak,
35244,inha etmek,
35247,inhilal etmek,
35251,inhiraf etmek,
35253,inhisar etmek,
35254,inhisara (veya inhisarına) almak,
35255,inhisarında olmak,
35259,inhitat etmek,
35263,inikâs etmek,
35272,inisiyatifini kullanmak,
35273,inisiyatifi ele almak (veya geçirmek),
35282,inkâr etmek,
35283,inkârdan gelmek,
35288,inkılap etmek,
35292,inkıraz gelmek,
35293,inkıraz bulmak,
35294,inkıraza uğramak,
35297,inkıtaya uğramak,
35299,inkıyat etmek,
35301,inkisar etmek (veya inkisarda bulunmak),
35302,inkisarı tutmak,
35305,inkişaf etmek,
35312,inme inmek,
35318,insaf etmek,
35319,insafa gelmek,
35320,insafına kalmış,
35322,insaflı çıkmak,
35327,insafsızlık etmek,
35329,"insan sözünden, hayvan yularından tutulur",
35330,insan yedisinde ne ise yetmişinde de odur,
35331,insan kıymetini insan bilir,
35332,insan kendini beğenmese çatlar,
35333,insan insanın şeytanıdır,
35334,"insanın eti yenmez, derisi giyilmez, tatlı dilinden başka nesi var?",
35335,"insanın alacası içinde, hayvanın alacası dışında",
35336,insan yükü (veya eti) ağırdır,
35337,insanda akıl bırakmamak (veya koymamak),
35338,insan doğduğu yerde değil doyduğu yerde,
35339,"insan çeşit çeşit, yer damar damar",
35340,"insan beşer, kuldur şaşar",
35341,"insan ayaktan, at tırnaktan kapar",
35342,insan ayağı değmemiş (veya basmamış),
35343,insan eli değmemiş (veya dokunmamış),
35344,insan eti yemek,
35345,insan gibi,
35346,insan gönlünün artığını söyler,
35347,insan içine çıkmak,
35348,"insan konuşa konuşa, hayvan koklaşa koklaşa",
35349,insan kuş misali,
35350,insanın adı çıkacağına canı çıksın,
35369,insaniyet namına,
35377,insanlık etmek,
35378,insanlık sende kalsın,
35379,insanlıktan çıkmak,
35383,insanoğlu çiğ süt emmiş,
35399,inşa etmek,
35405,inşallahla maşallahla,
35407,inşat etmek,
35409,inşirah bulmak,
35411,intaç etmek,
35429,intibak etmek,
35438,intihap etmek,
35440,intihar etmek,
35442,intikal etmek,
35444,intikam almak,
35447,intisap etmek,
35449,intişar etmek,
35455,intizar etmek,
35461,inzimam etmek,
35463,inzivaya çekilmek,
35465,ip atlamak,
35466,ip takmak,
35467,ipe çekmek,(birini) 
35468,ipe dizmek,
35469,ipe gelesice,
35470,ipe gitmek,
35471,ipe sapa gelmemek,
35472,ipe un sermek,
35473,ip koptuğu yerden bağlanır,
35474,ip inceldiği yerden kopar,
35475,ipi çözmek,
35476,ipi (birinin) eline geçmek,
35477,ipi kırmak,
35478,ipi koparmak,
35479,ipi sapı yok,
35480,ipin ucunu kaçırmak,
35481,ipini çekmek,
35482,ipini kırmak,
35483,ipini koparmak,
35484,ipiyle kuyuya inilmez,(birinin) 
35485,iple çekmek,
35486,ipleri birinin elinde olmak,
35487,ipten almak,(birini) 
35488,ipten kazıktan kurtulmuş,
35489,ipten kuşak kuşanmak,
35495,ipek gibi,
35516,ipka etmek,
35520,iplik çekmek,
35521,ipliği pazara çıkmak,
35533,hipnotize etmek,
35534,hipnotize olmak,
35537,ipotek altında tutmak,
35538,ipotek etmek,
35539,ipoteği çözmek (veya kaldırmak),
35547,iptal etmek,
35558,ipucu vermek,
35576,irat etmek,
35578,irca etmek,
35622,irşat etmek,
35624,irtibat kurmak,
35633,irtihal etmek,
35638,"isin yanına varan is, misin yanına varan mis kokar",
35639,ise tutmak,
35641,isabet almak,
35642,isabet etmek,
35643,isabet oldu,
35653,ishal olmak,
35657,isim koymak (veya takmak veya vermek),
35658,isim yapmak,
35659,ismi çıkmak,
35660,ismi geçmek,
35661,ismi gibi bilmek,
35662,ismi lazım değil,
35663,ismi (bile) olmamak,
35664,ismi var cismi yok,
35665,ismini bağışlamak,
35666,ismini cismini almak,
35667,ismini cismini bilmemek,
35668,ismini vermek,(birinin) 
35687,iskambil kâğıdı gibi devrilmek,
35689,iskân etmek,
35690,iskâna açmak,
35692,iskandil etmek,
35700,iskele almak,
35705,iskelete dönmek,
35706,iskelet gibi,
35707,iskeleti çıkmak,
35743,islim arkadan gelsin,
35744,islim tutmak,
35752,isnat etmek,
35765,ispat etmek,
35801,israf etmek,
35802,israfa kaçmak,
35810,istasyon yapmak,
35816,istavroz çıkarmak,
35818,istek duymak,
35819,istek (veya isteğini) uyandırmak,
35834,istediği gibi,
35835,istediği gibi at koşturmak (veya oynatmak),
35836,istemem diyenden korkmalı,
35837,istediğini söyleyen istemediğini işitir,
35838,istemesini bilmek,
35839,ister misin?,
35840,"isteyenin bir yüzü, vermeyenin iki yüzü kara",
35868,istiane etmek,
35870,istiap etmek,
35874,istibat etmek,
35877,istical etmek,
35879,isticar etmek,
35887,istidlal etmek,
35889,istif etmek,
35890,istifini bozmamak,
35892,istifa etmek,
35893,istifayı basmak,
35895,istifade etmek,
35907,istifra etmek,
35911,istiğfar etmek,
35915,istihale etmek,
35917,istihareye yatmak,
35919,istihbar etmek,
35924,istihdaf etmek,
35926,kapalı duruşma yapmak,
35944,kapan kurmak,
35945,kapana düşmek (veya girmek veya kısılmak veya konmak veya tutulmak veya yakalanmak),
35946,kapana düşürmek (veya kıstırmak),
35947,kapana sıkıştırmak,
35961,kapora vermek,
35986,kapı açmak,
35987,kapı almak (veya yapmak),
35988,kapı aralamak,
35989,kapı aramak,
35990,kapı baca açık (olmak),
35991,kapı dışarı etmek (veya atmak),
35992,kapı gibi,
35993,kapı kadar,
35994,kapı kapı aramak,
35995,kapı kapı dolaşmak (veya gezmek),
35996,kapı yapmak,
35997,kapıda kalmak,
35998,kapıdan çevirmek,
35999,kapıdan kovsan bacadan düşer (veya girer),
36000,kapılar yüzüne (veya üzerine veya üstüne) kapanmak,
36001,kapıları açık tutmak,
36002,kapıları kapamak,
36003,kapısına kilit vurmak,
36004,kapısını aşındırmak,(birinin) 
36005,kapısını çalmak,
36006,kapıya dayanmak,
36007,kapıyı açmak,
36008,kapıyı büyük açmak,
36009,kapıyı göstermek,
36022,kapı komşusu yapmak (veya etmek),
36040,kapış kapış gitmek,
36041,kapış kapış yapmak,
36089,kaplumbağa gibi,
36095,kapanın elinde kalmak,
36096,kapıp koyuvermek,
36102,kapris yapmak,
36106,kapsamını genişletmek,
36126,kaput gitmek (veya olmak),
36127,kaput etmek,
36133,kar gibi,
36134,"kar kuytuda, para pintide eğleşir",
36135,kar ne kadar çok yağsa yaza kalmaz,
36136,kar susuzluk kandırmaz,
36137,karda yürüyüp (veya gezip) izini belli etmemek,
36139,kâr bırakmak,
36140,kâr etmek,
36141,kâr etmemek,
36142,kâr getirmek,
36143,kâr koymak,
36144,kâr zararın kardeşidir (veya ortağıdır),
36145,kârı olmamak,(birinin) 
36146,kârını tamam etmek,
36148,karada ölüm yok,
36149,karaya ayak basmak,
36150,karaya çıkarmak,
36151,karaya düşmek,
36152,karaya oturmak,
36153,karaya vurmak,
36155,kara çalmak,
36156,kara kara düşünmek,
36157,kara sürmek,
36158,"karaya sabun, deliye öğüt neylesin",
36159,karalar bağlamak (veya giymek),
36174,karabatak gibi,
36182,karaborsaya düşmek,
36217,karagöz oynatmak,
36221,karagözlük etmek,
36224,kara gün kararıp kalmaz,
36229,kara haber tez duyulur,
36253,karakol gezmek,
36254,karakol kurmak,
36255,karakola düşmek,
36258,karakolluk olmak,
36264,karakterize etmek,
36295,kara listeye almak,
36303,karambole getirmek,
36307,karamsar olmak,
36314,karanfili sıkmak,
36319,karanlık basmak (veya çökmek),
36320,karanlık etmek,
36321,karanlık kesilmek,
36322,karanlığa gömülmek,
36323,karanlığa kalmak,
36324,karanlığı deşmek (veya yırtmak),
36325,karanlıkta göz kırpmak,
36329,kara para aklamak,
36332,karar almak,
36333,karar altına almak,
36334,karar bulmak,(bir şeyde) 
36335,karar kılmak,
36336,karar vermek,
36337,karara bağlamak,
36338,karara kalmak,
36339,karara varmak,
36340,kararında bırakmak,
36391,karavana çıkmak,
36392,karavanadan yemek,
36409,kara yolu ile,
36448,"kardeş kardeşi atmış, yar başında tutmuş",
36449,kardeş kardeşin ne öldüğünü ister ne onduğunu,
36450,kardeşim olsun da kanlım olsun,
36458,kardeşlik etmek,
36479,...-in karesi,
36480,karesini almak,
36482,karekök almak,
36489,karga bok yemeden,
36490,karga gibi,
36491,karga kekliği taklit edeyim derken kendi yürüyüşünü şaşırmış,
36492,karga mandayı babası hayrına bitlemez,
36493,kargadan başka kuş tanımamak,
36495,karga etmek,
36506,kargaşa çıkarmak,
36510,karga tulumba etmek,
36521,kargış etmek (veya vermek),
36533,karı gibi,
36534,"karının saçlısı, tarlanın taşlısı",
36535,karısının üstüne evlenmek,
36542,"karı koca bir sözle yakın, bir sözle uzaktır",
36543,karı koca olmak,
36549,karılık etmek,
36556,karın doyurmak,
36557,karnı büyümek,
36558,karnı tok it gölgede yatar,
36559,"karnı tok, sırtı pek",
36560,karnı zil çalmak,
36561,karnından konuşmak (veya söylemek),
36562,karnını doldurmak,
36566,"karıncadan ibret al, yazdan kışı karşılar",
36567,karıncanın zevali gelince kanatlanır,
36568,karıncayı bile ezmemek (veya incitmemek),
36572,karınca duası gibi,
36607,karış karış bilmek,
36608,karış karış dolaşmak,
36613,karışanı görüşeni olmamak,(birinin) 
36630,karikatürize etmek,
36635,karina etmek,
36636,karinaya basmak,
36639,karine ile anlamak,
36641,kariyer yapmak,
36643,karizmayı çizdirmek,
36664,karmakarış etmek,
36665,karmakarış olmak,
36667,karmakarışık etmek,
36668,karmakarışık olmak,
36671,karman çorman etmek,
36672,karman çorman olmak,
36674,karmanyolaya getirmek,
36712,karpuz kabuğunu görmeden denize girme,
36713,karpuz kesmekle hararet sönmez,
36722,karşı çıkmak,
36723,karşı durmak,(birine) 
36724,karşı gelmek,(birine) 
36725,karşı koymak,
36726,karşı olmak,
36727,karşısına almak,
36728,karşısına dikilmek,
36729,karşısına geçmek,
36739,karşı karşıya gelmek,
36740,karşı karşıya olmak,
36759,karşılık vermek,
36760,karşılıkta bulunmak,
36781,kart basmak (veya okutmak) ,
36782,kart çıkarmak,
36823,kasayı devretmek,
36838,"kasap, yağı bol bulunca gerisini yağlar",
36839,kasaptaki ete soğan doğranmaz,
36846,kasavet çekmek,
36847,kasavet etmek,
36852,kasavetsiz ağız anahtarsız açılır,
36875,"kasımdan on gün evvel ek, on gün sonra ekme",
36887,kastı olmak,
36896,kaskatı kesilmek,
36897,kaskatı olmak,
36907,kasıp kavurmak,
36909,kasnak işlemek,
36931,kasvet basmak (veya çökmek),
36932,kasvet vermek,
36936,kaşı (veya kaşları) çatılmak,
36937,kaşlarını çatmak,
36938,kaş göz etmek,
36939,"kaş ile göz, gerisi söz",
36940,kaş (veya kaşını) yıkmak,
36941,kaşını gözünü eğmek,
36942,kaş yapayım derken (veya yaparken) göz çıkartmak (veya çıkarmak),
36943,kaşının altında gözün var dememek,
36944,kaşla göz arasında,
36945,kaş göz işareti yapmak,
36974,kaşık atmak (veya çalmak),
36975,kaşık kadar,
36976,kaşık sallamak,
36977,kaşıkla verip kepçeyle geri almak,
36978,kaşıkla yedirip sapıyla (gözünü) çıkartmak,
37014,kaşmerlik etmek,
37018,kat çıkmak,
37031,katakulli okumak,
37032,katakulli yapmak,
37033,katakulliye gelmek,
37034,katakulliye getirmek,
37060,katık etmek,(bir şeyi) 
37077,katıla katıla ağlamak,
37078,katıla katıla gülmek,
37084,katır gibi,
37085,katır kuyruğu gibi kalmak,
37086,katır tepmişe dönmek,
37119,katkıda bulunmak,
37173,kadife gibi,
37182,kadrini anlamak,
37183,kadrini bilmek,
37185,kadir olmak,
37191,Kadir Gecesi doğmuş,
37197,kadidi çıkmak,
37209,kadük olmak (veya kalmak),
37211,kafa atmak,
37212,kafa bulmak,(biriyle) 
37213,kafa cilalamak,
37214,kafa (veya kafayı) çekmek,
37215,kafa (veya kafayı veya kafasını) dinlemek,
37216,kafa (veya kafasını) dinlendirmek,
37217,kafa eskitmek,
37218,kafa göz yarmak,
37219,kafa kafaya vermek,
37220,kafa kalmamak,
37221,kafa (veya kafasını) karıştırmak,
37222,kafa patlatmak,
37223,kafa sallamak,
37224,kafa (veya kafasını) şişirmek,
37225,kafa tutmak,
37226,kafa (veya kafasını) ütülemek,
37227,kafa yapmak,
37228,kafa yok!,
37229,kafa yormak,
37230,kafası almamak (veya sarmamak),
37231,kafası bir dünya,
37232,kafası bozulmak,
37233,kafası bulanmak,
37234,kafası dolmak,
37235,kafası dönmek,
37236,kafası dumanlanmak,
37237,kafası durmak,
37238,kafası düzelmek,
37239,kafası ile oynamak,
37240,kafası işlemek (veya çalışmak),
37241,kafası karışmak (veya allak bullak olmak),
37242,kafası kazan (gibi) olmak,
37243,kafası kızmak,
37244,kafası sarmamak,
37245,kafası sersem sepet (olmak),
37246,kafası şişmek,
37247,kafası (veya kafasına) takılmak,
37248,kafası yerinde olmamak,
37249,kafası yerine gelmek,
37250,kafasına dank etmek,
37251,kafasına estiği gibi,
37252,kafasına geçirmek,
37253,kafasına girmek,
37254,kafasına girmemek,
37255,kafasına göre,
37256,kafasına koymak,
37257,kafasına sığmamak,
37258,kafasına söz (veya laf) girmemek,
37259,kafasına uymak,
37260,"kafasına vur, ekmeğini elinden al",
37261,kafasına vura vura,
37262,kafasına vurmak,
37263,kafasında şimşek çakmak,
37264,kafasında tutmak,
37265,kafasından çıkarmak (veya atmak),
37266,kafasından geçirmek,
37267,kafasını ezmek,
37268,kafasını işletmek,
37269,kafasını kaldırmak,
37270,kafasını kaldırmamak,
37271,kafasını kaşıyacak vakti olmamak,
37272,kafasını kırmak,
37273,kafasını kullanmak,
37274,kafasını kurcalamak,
37275,kafasını sarmak (veya açmak),
37276,kafasını sokmak,
37277,kafasını taştan taşa çarpmak (veya vurmak),
37278,kafasını toplamak,
37279,kafasını tütsülemek,
37280,kafasını uçurmak,
37281,kafasını vurmak,
37282,kafasının bir tahtası eksik (veya noksan) (olmak),
37283,kafasının dikine (veya doğrusuna) gitmek,
37284,kafasının etini yemek,
37285,kafasının kontağı atmak,
37286,kafaya almak,
37287,kafaya çıkmak,
37288,kafaya takmak,(bir şeyi) 
37289,kafayı bulandırmak,
37290,kafayı bulmak,
37291,kafayı çalıştırmak (veya işletmek),
37292,kafayı değiştirmek,
37293,kafayı tütsülemek (veya dumanlamak),
37294,kafayı üşütmek,
37295,kafayı (bir yere) vurmak,
37296,kafayı yemek,
37309,kafakola almak,
37321,kafes gibi,
37322,kafese girmek,
37323,kafese koymak,
37332,kâfi gelmek,
37349,kâğıt açmak,
37350,kâğıt kaleme sarılmak,
37351,kâğıt oynamak,
37352,kâğıt üzerinde (veya üstünde) kalmak,
37353,kâğıda dökmek,
37373,kağnı gibi gitmek,
37374,kağnıyla tavşan avına çıkmak,
37382,kahır (veya kahrını) çekmek,
37383,kahır yüzünden lütfa uğramak,
37384,kahrından ölmek,
37395,kahkaha atmak,
37396,kahkaha (veya kahkahayı) basmak (veya koparmak veya salıvermek),
37397,kahkahadan kırılmak,
37398,kahkahayı ağzında söndürmek,
37410,kahpelik etmek,
37426,kahvaltı etmek,
37430,kahve dövücünün hınk deyicisi,
37449,kâhyalık etmek,
37455,kail olmak,
37457,kaim olmak,
37463,kaka yapmak,
37475,kakavanlık etmek,
37479,kakılıp kalmak,
37489,kakır kakır gülmek,
37512,kale almamak,
37516,kalabalık etmek,
37522,kalafata çekmek,
37546,kalas gibi,
37549,kalayı basmak,
37559,kalaylı bakır küflenmez,
37566,kalbur gibi,
37567,kalbura çevirmek,
37568,kalbura dönmek,
37569,kalburdan geçirmek,
37570,kalburla su taşımak,
37582,kalburüstü kalmak,
37583,kalburüstüne gelmek,
37599,kaldırım çiğnemek,
37600,kaldırıma düşmek,
37601,kaldırımları arşınlamak,
37618,kale gibi,
37619,kaleyi içinden fethetmek,
37621,kalebent etmek,
37626,kalem açmak,
37627,kalem çekmek,
37628,kalem kırmak,
37629,kalem oynatmak,
37630,kaleme almak,
37631,kaleme gelmek,
37632,kaleme (veya kaleme kâğıda) sarılmak,
37633,kalemi olmak,(herhangi bir nitelikte) 
37634,kaleminden çıkmak,
37635,kaleminden kan damlamak,
37636,kalemine dolamak,
37637,kalemiyle yaşamak (veya geçinmek),
37683,kalın incelene kadar ince süzülür,
37705,kalıp gibi oturmak,
37706,kalıp gibi serilmek,
37707,kalıp gibi uyumak,
37708,kalıp kesilmek,
37709,kalıba dökmek,
37710,kalıba vurmak,
37711,kalıbı değiştirmek (veya dinlendirmek),
37712,kalıbından utanmamak,
37713,kalıbını basmak,
37714,kalıbının adamı olmamak,
37715,kalıptan kalıba girmek,
37719,kalıp kıyafetle adam adam olmaz,
37720,kalıbı kıyafeti yerinde olmak,
37762,kalkan etmek,
37763,kalkan olmak,
37783,kalkışa geçmek,
37788,kalkıp kalkıp oturmak,
37796,kalleşlik etmek,
37800,kaldı ki,
37801,... den kalır yeri yok,
37802,... ye kalsa (veya kalırsa),
37806,kaloma etmek (veya vermek),
37819,kalp kalbe karşıdır,
37820,kalp (veya kalbini) kazanmak (veya fethetmek),
37821,kalp (veya kalbini) kırmak,
37822,kalp olmamak,(birinde) 
37823,kalbe (veya kalbine) doğmak,
37824,kalbe dokunmak,
37825,kalbe işlemek,
37826,kalbi ağzına gelmek,
37827,kalbi boş olmak,
37828,kalbi çarpmak,
37829,kalbi dayanmamak,
37830,kalbi dolu olmak,
37831,kalbi ferahlamak,
37832,kalbi kararmak,
37833,kalbi parçalanmak,
37834,kalbi sıkışmak,
37835,kalbi sızlamak,
37836,kalbi (veya kalbini) yerinden oynamak (veya fırlamak),
37837,"kalbi yıkmak kolay, yapmak zordur",
37838,kalbi yırtılmak,
37839,kalbin yolu mideden geçer,
37840,kalbine girmek,
37841,kalbine göre,
37842,kalbine saplanmak,
37843,kalbini açmak,
37844,kalbini burmak,
37845,kalbini çalmak,
37846,kalbini doldurmak,(birinin) 
37847,kalbini eritmek,
37848,kalbini okumak,
37849,kalbiyle konuşmak,
37851,kalp etmek,
37853,kalp olmak,
37882,kalubeladan beri,
37891,kâm almak,(bir şeyden) 
37893,kama basmak,
37900,kamanço etmek,
37911,kambersiz düğün olmaz,
37919,kambur üstüne kambur (veya kambur kambur üstüne),
37920,kambura yatmak,
37921,kamburu çıkmak,
37922,kamburunu çıkarmak,
37924,kambura vermek,
37934,kamçı çalmak (veya vurmak),
37965,kamış atmak (veya koymak),
37978,kamp kurmak,
37979,kamp yapmak,
37980,kampa girmek,
37982,kampana çalmak,
37996,kamufle etmek,
38005,kamuoyu oluşturmak (veya yaratmak),
38025,kan ağlamak,
38026,kan akıtmak,
38027,kan akmak,
38028,kan alacak damarı bilmek,
38029,kan almak,
38030,kan (veya kanı) başına çıkmak (veya sıçramak veya toplanmak),
38031,kan beynine sıçramak (veya çıkmak),
38032,kan boğmak,(birini) 
38033,kan çanağı gibi,
38034,kan çekmek,
38035,kan çıkmak,
38036,kan dere gibi akmak,
38037,kan dökmek,
38038,kan gelmek,
38039,kan gitmek,(birinden) 
38040,kan gövdeyi götürmek,
38041,kan gütmek,
38042,kan istemek,
38043,kan kaybetmek,
38044,kan kusturmak,(birine) 
38045,kan kusup kızılcık şerbeti içtim demek,
38046,kan olmak,
38047,kan olmak,
38048,kan oturmak,(vücudun bir yerine) 
38049,kan revan içinde,
38050,kan revan içinde kalmak,
38051,kan ter içinde kalmak,
38052,kan ter içinde,
38053,kan tere batmak,
38054,kan tutmak,
38055,kan vermek,
38056,kan yürümek,
38057,kana boyamak (veya bulamak veya bulatmak),
38058,kana susamak,
38059,kanı donmak (veya çekilmek),
38060,kanı ısınmak,
38061,kanı içine akmak,
38062,"kanı kanla yumazlar, kanı suyla yurlar",
38063,kanı kaynamak,(birinin) 
38064,kanı kaynamak,(birine) 
38065,kanı kurumak,
38066,kanı sulanmak,
38067,kanı temizlenmek,
38068,kanına dokunmak,(birinin) 
38069,kanına ekmek doğramak,
38070,kanına girmek,
38071,kanına işlemek,
38072,kanına susamak,(birinin) 
38073,kanını emmek,(bir şeyin) 
38074,kanını içine akıtmak,
38075,kanını kaynatmak,
38076,kanını kurutmak,(birinin) 
38077,kanını yerde koymak,
38078,kanıyla ödemek,
38081,kanaat etmek,
38082,kanaat getirmek,(bir şeye) 
38083,kanaat gibi devlet olmaz,
38098,kanayan yara olmak,
38107,kanat açmak,
38108,kanat alıştırmak,
38109,kanat çırpmak,
38110,kanat germek,(birine veya bir şeye) 
38111,kanadı altına almak,(birini) 
38125,kanatsız kuş uçmaz,
38136,kancayı takmak (veya atmak),
